"artist_name","popularity","genre","speechiness","duration_ms","duration_s","popularity_factor","n_songs","avg_songs","artists_factor"
"SAULT",50,"indie-pop",0.036,196814,196.814,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Cavetown",48,"indie-pop",0.0373,238881,238.881,"Least Popular",32,"More songs than average","Artist with more songs than average"
"ella jane",49,"indie-pop",0.0487,170000,170,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Joesef",54,"indie-pop",0.0294,260533,260.533,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Tom The Mail Man",47,"indie-pop",0.0388,135296,135.296,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Samia",48,"indie-pop",0.0342,269720,269.72,"Least Popular",19,"More songs than average","Artist with more songs than average"
"salem ilese",49,"indie-pop",0.05,118946,118.946,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Holly Humberstone",55,"indie-pop",0.221,203248,203.248,"Least Popular",9,"More songs than average","Artist with more songs than average"
"beabadoobee",49,"indie-pop",0.0375,189932,189.932,"Least Popular",30,"More songs than average","Artist with more songs than average"
"Dehd",47,"indie-pop",0.0282,131723,131.723,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Baird",48,"indie-pop",0.0563,87787,87.787,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Caroline Rose",46,"indie-pop",0.0495,222294,222.294,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Leith Ross",47,"indie-pop",0.0373,191353,191.353,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Joesef",59,"indie-pop",0.0322,224740,224.74,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Peach Pit",46,"indie-pop",0.0362,171080,171.08,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Cavetown",47,"indie-pop",0.0317,177224,177.224,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Peach Pit",46,"indie-pop",0.0281,236653,236.653,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Sam Lachow",46,"indie-pop",0.147,161146,161.146,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Claire Rosinkranz",52,"indie-pop",0.208,129026,129.026,"Least Popular",16,"More songs than average","Artist with more songs than average"
"Glass Animals",46,"indie-pop",0.0737,266498,266.498,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Cyn",48,"indie-pop",0.129,150227,150.227,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"renforshort",47,"indie-pop",0.026,163852,163.852,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Ace Banzuelo",70,"indie-pop",0.0533,290004,290.004,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Pretty Sick",46,"indie-pop",0.0656,239519,239.519,"Least Popular",5,"More songs than average","Artist with more songs than average"
"beabadoobee",49,"indie-pop",0.0365,90928,90.928,"Least Popular",30,"More songs than average","Artist with more songs than average"
"Gus Dapperton",44,"indie-pop",0.027,240782,240.782,"Least Popular",7,"More songs than average","Artist with more songs than average"
"spill tab",45,"indie-pop",0.0888,109309,109.309,"Least Popular",9,"More songs than average","Artist with more songs than average"
"mike.",45,"indie-pop",0.0537,152013,152.013,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Samia",46,"indie-pop",0.0502,210173,210.173,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Orla Gartland",43,"indie-pop",0.032,166413,166.413,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Glass Animals",46,"indie-pop",0.0318,183748,183.748,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Honest Men",45,"indie-pop",0.039,183734,183.734,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Fleurie",54,"indie-pop",0.0311,221997,221.997,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Gus Dapperton",46,"indie-pop",0.0265,268509,268.509,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Laura Zocca",48,"indie-pop",0.124,221424,221.424,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"CASTLEBEAT",46,"indie-pop",0.0263,202922,202.922,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Xuitcasecity",48,"indie-pop",0.148,132500,132.5,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Sammy Rae & The Friends",45,"indie-pop",0.0302,222865,222.865,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Cavetown",47,"indie-pop",0.0424,185500,185.5,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Slow Pulp",45,"indie-pop",0.0351,145607,145.607,"Least Popular",6,"More songs than average","Artist with more songs than average"
"YOUHA",52,"indie-pop",0.0331,197938,197.938,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Samia",45,"indie-pop",0.0346,186347,186.347,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Wallows",48,"indie-pop",0.0881,120733,120.733,"Least Popular",17,"More songs than average","Artist with more songs than average"
"Nate Good",46,"indie-pop",0.117,150502,150.502,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Slow Pulp",46,"indie-pop",0.0311,245843,245.843,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Caroline Rose",44,"indie-pop",0.0444,201106,201.106,"Least Popular",8,"More songs than average","Artist with more songs than average"
"K. Forest",52,"indie-pop",0.0809,127059,127.059,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Caroline Rose",45,"indie-pop",0.0427,248212,248.212,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Dreamer Isioma",45,"indie-pop",0.076,168448,168.448,"Least Popular",7,"More songs than average","Artist with more songs than average"
"The Japanese House",49,"indie-pop",0.0328,209344,209.344,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Pantoja",53,"indie-pop",0.087,125667,125.667,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Jonathan Ogden",49,"indie-pop",0.0334,100200,100.2,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Moses Sumney",49,"indie-pop",0.0314,220827,220.827,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"49th & Main",55,"indie-pop",0.11,226043,226.043,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Knowmads",46,"indie-pop",0.287,144243,144.243,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Dream, Ivory",46,"indie-pop",0.0268,264820,264.82,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Fiona Apple",48,"indie-pop",0.274,248603,248.603,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Teenage Priest",45,"indie-pop",0.0601,212166,212.166,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Elsa y Elmar",59,"indie-pop",0.0704,200118,200.118,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Sub Urban",49,"indie-pop",0.638,160755,160.755,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Samia",43,"indie-pop",0.0387,181787,181.787,"Least Popular",19,"More songs than average","Artist with more songs than average"
"JR JR",46,"indie-pop",0.0324,204428,204.428,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Egg",46,"indie-pop",0.052,170897,170.897,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Sammy Adams",44,"indie-pop",0.0345,192000,192,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Penelope Scott",44,"indie-pop",0.0511,212820,212.82,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Peach Pit",44,"indie-pop",0.0395,215733,215.733,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Penelope Scott",45,"indie-pop",0.042,152120,152.12,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Whitney",47,"indie-pop",0.0279,165107,165.107,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Gus Dapperton",46,"indie-pop",0.0333,240240,240.24,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Chillies",59,"indie-pop",0.0408,270000,270,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Holly Humberstone",48,"indie-pop",0.0749,246071,246.071,"Least Popular",9,"More songs than average","Artist with more songs than average"
"John Lucas",46,"indie-pop",0.0444,249321,249.321,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"The Marías",45,"indie-pop",0.0424,166638,166.638,"Least Popular",16,"More songs than average","Artist with more songs than average"
"Arlo Parks",49,"indie-pop",0.035,225454,225.454,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Hayley Williams",47,"indie-pop",0.073,211835,211.835,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Maggie Rogers",43,"indie-pop",0.0298,235307,235.307,"Least Popular",17,"More songs than average","Artist with more songs than average"
"The Beths",42,"indie-pop",0.0255,312182,312.182,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Dylan Dunlap",51,"indie-pop",0.0298,244478,244.478,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"COIN",44,"indie-pop",0.0817,231427,231.427,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Leith Ross",45,"indie-pop",0.0494,237532,237.532,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Fish in a Birdcage",46,"indie-pop",0.0361,149907,149.907,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Ball Park Music",46,"indie-pop",0.0315,258093,258.093,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Zeph",50,"indie-pop",0.0553,192026,192.026,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Beach Bunny",44,"indie-pop",0.0399,172037,172.037,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Cavetown",46,"indie-pop",0.0449,146837,146.837,"Least Popular",32,"More songs than average","Artist with more songs than average"
"FELIVAND",48,"indie-pop",0.0372,210388,210.388,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Dream, Ivory",46,"indie-pop",0.0348,146077,146.077,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Dreamer Isioma",44,"indie-pop",0.149,193846,193.846,"Least Popular",7,"More songs than average","Artist with more songs than average"
"girl in red",47,"indie-pop",0.0291,177327,177.327,"Least Popular",16,"More songs than average","Artist with more songs than average"
"mike.",43,"indie-pop",0.0367,189112,189.112,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Fiona Apple",46,"indie-pop",0.171,298457,298.457,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Delaney Bailey",47,"indie-pop",0.0464,184972,184.972,"Least Popular",10,"More songs than average","Artist with more songs than average"
"chloe moriondo",45,"indie-pop",0.0431,177009,177.009,"Least Popular",17,"More songs than average","Artist with more songs than average"
